gene_id	gene_symbol	category	description	RFP3D11	RFP3D39	RFP3D47	RFPNG14	RFPNG35	RFPNG45	RFPRPM4	RFPRPM41	RFPRPM6
MMAR_0295	mmp_295	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0295	11.007	10.9072	11.0182	10.7079	10.8911	10.8593	11.086	10.9543	10.8942
MMAR_0296	mmp_296	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0296	8.8265	8.9226	8.5913	9.0022	8.7647	8.9297	9.0382	9.1255	9.1572
MMAR_0297	mmp_297	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0297	9.805	9.8377	9.8313	9.9648	9.8201	9.9465	9.7443	10.1117	9.5277
MMAR_0298	mmp_298	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0298	10.0762	9.953	9.9482	9.9987	9.8667	9.9467	10.394	10.2189	10.4329
MMAR_0299	mmp_299	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0299	8.6142	8.4655	8.5274	8.897	8.7709	8.6468	8.555	8.4757	8.5416
MMAR_0300	mmp_300	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0300	9.7675	9.4905	9.6108	9.9497	10.0384	9.8221	10.0122	9.8685	9.7726
MMAR_0301	mmp_301	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0301	12.2528	12.2273	12.303	12.4991	12.465	12.3535	12.0332	12.5111	12.5181
MMAR_0302	mmp_302	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0302	9.5847	9.2938	9.5552	10.0633	10.0863	10.2246	9.8879	9.6342	9.7163
MMAR_0303	mmp_303	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0303	9.5194	9.6056	9.2501	9.8119	9.933	10.0624	9.1324	9.3404	9.0376
MMAR_0304	mmp_304	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0304	11.3899	11.1271	11.0871	10.5901	10.7939	10.8946	10.9611	11.152	10.7741
MMAR_0305	mmp_305	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0305	11.5402	11.5981	11.6273	11.5825	11.421	11.6495	11.6534	11.5946	11.4632
MMAR_0306	mmp_306	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0306	9.2412	9.5051	9.4368	9.7741	9.6172	9.6154	9.7253	9.7233	9.6112
MMAR_0307	mmp_307	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0307	12.8969	12.7727	13.1323	12.4021	12.3416	12.149	12.335	12.3577	12.3023
MMAR_0308	mmp_308	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0308	8.2117	8.4174	8.1863	8.6364	8.637	8.8302	8.4721	8.4591	8.3237
MMAR_0309	mmp_309	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0309	8.5283	8.8067	8.6323	9.0354	9.1034	9.1731	8.5531	8.5833	8.5104
MMAR_0310	mmp_310	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0310	11.2608	11.134	11.3685	11.3743	11.2193	11.3611	11.5551	11.5846	11.4931
MMAR_0311	mmp_311	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0311	10.6115	10.3975	10.4156	10.6127	10.4302	10.421	10.419	10.3199	10.3036
MMAR_0312	mmp_312	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0312	8.535	8.7519	8.7972	8.901	9.1524	8.9662	8.867	8.8783	9.1436
MMAR_0313	mmp_313	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0313	10.3738	10.4171	10.4993	10.4188	10.2268	10.4555	10.487	10.2671	10.5697
MMAR_0314	mmp_314	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0314	10.9391	10.9935	10.836	11.2562	10.9329	11.0016	10.9791	11.0403	10.999
MMAR_0315	mmp_315	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0315	10.0345	9.8082	9.9899	9.9054	10.1015	10.167	9.9379	9.8953	9.7942
MMAR_0316	mmp_316	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0316	11.4189	11.526	11.4758	11.9303	11.906	11.8455	11.7669	11.68	11.6954
MMAR_0317	mmp_317	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0317	9.5253	9.2966	9.5133	8.615	8.746	8.7241	9.5961	9.5856	9.5439
MMAR_0318	mmp_318	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0318	12.4834	12.0686	12.2291	12.2466	11.9871	12.0968	12.7002	12.7233	12.4987
MMAR_0319	mmp_319	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0319	12.4949	12.6407	12.6847	12.0734	12.159	12.2547	12.7776	12.685	12.5118
MMAR_0320	mmp_320	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0320	8.8867	8.9047	8.7883	8.6102	8.7912	8.8887	8.9588	9.0909	9.156
MMAR_0321	mmp_321	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0321	9.1094	9.0158	8.9349	8.8678	9.0634	9.0208	8.9966	8.9256	8.856
MMAR_0322	mmp_322	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0322	12.2244	12.1959	12.2322	12.2479	12.0135	12.0669	11.8073	11.7516	11.5335
MMAR_0323	mmp_323	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0323	10.6891	10.5081	10.3466	10.652	10.6022	10.355	10.6531	10.6601	10.8749
MMAR_0324	mmp_324	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0324	10.7983	10.6053	10.7462	10.3135	10.569	10.2906	10.9975	10.9488	10.8849
MMAR_0325	mmp_325	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0325	11.0112	10.9516	10.7654	10.6899	10.5937	10.5786	11.0781	10.9924	11.0306
MMAR_0326	mmp_326	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0326	11.9004	11.6507	11.645	12.2321	12.1722	12.0798	11.3092	11.4418	11.5541
MMAR_0327	mmp_327	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0327	10.4896	10.5357	10.4332	10.8458	10.6494	10.8236	9.8135	10.3152	10.2304
MMAR_0328	mmp_328	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0328	11.8825	11.9311	11.8891	11.7136	11.4844	11.4766	11.8678	11.8691	11.7727
MMAR_0329	mmp_329	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0329	11.0467	11.0024	11.1274	10.9532	10.5534	10.8657	11.2143	11.0883	11.0857
MMAR_0330	mmp_330	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0330	9.1188	8.9897	9.2644	8.6292	8.7198	8.5136	9.21	9.4403	9.417
MMAR_0331	mmp_331	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0331	11.5106	11.6838	11.2746	11.7947	11.8763	11.6765	11.2554	11.6952	11.3448
MMAR_0332	mmp_332	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0332	11.6297	11.7143	11.4632	11.7552	11.7858	11.8938	11.2993	11.0942	11.3479
MMAR_0333	mmp_333	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0333	10.6961	11.0525	11.0029	10.7276	10.8085	10.5784	11.2513	11.2267	11.2341
MMAR_0334	mmp_334	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0334	9.2168	9.3633	9.3082	9.312	9.1364	9.2905	8.8984	9.0628	9.0154
MMAR_0335	mmp_335	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0335	11.3189	11.4234	11.5938	10.9968	11.1328	11.077	10.5613	10.8555	10.7091
MMAR_0336	mmp_336	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0336	9.8032	10.0413	9.9559	10.0005	9.9907	9.9852	10.0538	9.9999	9.8403
MMAR_0337	mmp_337	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0337	9.1995	9.0024	9.1641	9.4548	9.4298	9.2024	9.6586	9.4984	9.6049
MMAR_0338	mmp_338	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0338	9.1724	8.9521	8.9348	8.5732	8.7157	8.7412	8.7562	9.1363	8.9994
MMAR_0339	mmp_339	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0339	12.264	12.3576	12.1101	12.205	12.3511	12.0819	11.9834	12.0138	12.1295
MMAR_0340	mmp_340	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0340	9.7948	9.643	9.5189	9.963	9.9162	9.8824	9.2118	9.3216	9.4299
MMAR_0341	mmp_341	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0341	10.9725	10.878	11.0395	10.3798	10.3883	10.4799	11.1456	11.011	11.2573
MMAR_0342	mmp_342	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0342	9.2755	9.2729	9.2485	9.1622	9.1861	8.9378	9.0338	8.876	9.2231
MMAR_0343	mmp_343	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0343	11.6846	11.4767	11.5866	10.8673	11.1462	10.8706	12.3401	12.2599	11.7426
MMAR_0344	mmp_344	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0344	10.9591	10.9828	10.8494	10.8418	10.672	10.8686	10.8132	10.4841	10.5851
MMAR_0345	mmp_345	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0345	10.657	10.6903	10.9	10.8778	10.9982	10.9008	10.6717	10.6369	10.5336
MMAR_0346	mmp_346	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0346	11.3454	11.4291	11.2534	11.7012	11.8452	11.8862	11.3793	11.425	11.3443
MMAR_0347	mmp_347	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0347	10.0328	10.0223	9.9627	9.6961	9.6146	9.4562	9.6867	9.6605	9.4891
MMAR_0348	mmp_348	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0348	12.7565	12.5232	12.8175	11.9048	12.0943	11.8375	12.9138	13.3201	13.1999
MMAR_0349	mmp_349	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0349	9.5224	9.4244	9.3627	10.1194	9.6257	9.7754	9.0572	8.9977	9.1891
MMAR_0350	mmp_350	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0350	8.487	8.7896	8.5597	8.7636	8.6816	8.6085	8.4869	8.3128	8.4179
MMAR_0351	mmp_351	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0351	10.8153	10.7203	10.7382	11.06	10.7394	10.7939	9.7158	10.0354	9.7314
MMAR_0352	mmp_352	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0352	9.1128	9.2565	9.1734	9.2822	9.4148	9.2981	9.6226	9.812	9.753
MMAR_0353	mmp_353	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0353	9.9934	10.0437	10.0088	10.2699	10.3472	10.4245	9.8299	9.8376	10.1915
MMAR_0354	mmp_354	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0354	11.669	11.9744	11.8439	12.2162	12.2763	12.3428	11.8423	11.9571	11.886
MMAR_0355	mmp_355	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0355	9.4789	9.3919	9.6277	9.5009	9.5341	9.5321	10.1569	9.9813	10.0845
MMAR_0356	mmp_356	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0356	10.4291	10.2862	10.2688	10.4999	10.3692	10.3077	10.5439	10.1785	10.1569
MMAR_0357	mmp_357	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0357	9.9994	9.9795	9.9098	9.7685	9.9423	9.762	9.9159	9.9974	9.9552
MMAR_0358	mmp_358	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0358	8.9996	8.7537	9.1025	9.5447	9.503	9.4601	9.2526	9.2837	9.3828
MMAR_0359	mmp_359	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0359	11.2153	11.6012	11.3844	11.1912	11.3125	11.2873	11.3299	11.3619	11.3019
MMAR_0360	mmp_360	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0360	9.7296	9.7344	9.814	9.6439	9.5643	9.4772	9.642	9.4764	9.5279
MMAR_0361	mmp_361	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0361	9.9615	9.7957	9.787	9.7065	9.6044	9.7337	10.4847	10.2935	10.3946
MMAR_0362	mmp_362	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0362	10.9174	10.8359	10.95	11.6383	11.2056	11.2612	11.3386	11.129	11.2646
MMAR_0363	mmp_363	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0363	10.1108	10.0028	10.2367	10.2298	10.1707	10.236	9.8039	10.1247	9.9416
MMAR_0364	mmp_364	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0364	9.5877	9.4699	9.4469	8.7691	8.9969	8.7157	9.6334	9.4816	9.577
MMAR_0365	mmp_365	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0365	11.7888	11.7412	11.7021	11.2848	10.9591	11.0099	11.9655	11.8084	12.011
MMAR_0366	mmp_366	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0366	9.5791	9.322	9.4609	9.7819	10.2443	10.0147	9.384	9.4025	9.2917
MMAR_0367	mmp_367	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0367	12.3192	12.1929	12.3955	12.1713	12.2436	12.5881	12.0535	12.0741	12.0216
MMAR_0368	mmp_368	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0368	9.8206	10.0158	9.5177	10.6771	10.5214	10.4004	9.7518	9.5793	9.9468
MMAR_0369	mmp_369	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0369	10.1877	10.3002	10.3672	10.093	10.2041	10.2664	10.4288	10.4504	10.567
MMAR_0370	mmp_370	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0370	9.4066	9.4839	9.5599	9.7239	9.7171	9.6918	9.7077	9.4772	9.2915
MMAR_0371	mmp_371	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0371	10.8677	10.6924	10.5874	11.1246	11.1172	11.1757	10.5656	11.0116	10.8126
MMAR_0372	mmp_372	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0372	10.5431	10.2408	10.3655	10.7296	10.726	10.8035	10.3554	10.2557	10.3999
MMAR_0373	mmp_373	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0373	11.8948	11.9087	11.7687	12.1042	11.9283	11.935	11.6314	11.773	11.745
MMAR_0374	mmp_374	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0374	9.5194	9.3017	9.5263	9.4555	9.6416	9.6812	9.4373	9.3909	9.2381
MMAR_0375	mmp_375	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0375	12.0724	11.8262	11.9302	12.163	11.9694	11.9399	11.919	12.0071	12.2593
MMAR_0376	mmp_376	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0376	10.0658	9.9451	10.0644	10.0393	9.9624	10.0399	10.2421	10.2686	10.409
MMAR_0377	mmp_377	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0377	10.4475	10.2479	10.2269	10.9233	10.9561	10.8947	10.2343	10.2925	10.3947
MMAR_0378	mmp_378	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0378	10.2681	10.4721	10.6205	10.5211	10.1881	10.2514	10.5577	10.5719	10.8332
MMAR_0379	mmp_379	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0379	8.0896	7.9778	8.0974	8.563	8.6241	8.6765	8.1282	8.1305	8.0187
MMAR_0380	mmp_380	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0380	9.0372	9.2641	9.0334	8.8662	8.8261	8.8494	9.0501	9.2452	9.2109
MMAR_0381	mmp_381	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0381	9.6419	9.5511	9.485	9.3026	9.5834	9.4729	9.6534	9.5464	9.5599
MMAR_0382	mmp_382	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0382	12.0115	12.2427	11.8649	11.8425	11.9414	11.6897	12.1377	12.1465	12.2942
MMAR_0383	mmp_383	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0383	8.9037	8.9119	8.9375	8.973	8.845	9.1497	8.6447	8.8846	9.0272
MMAR_0384	mmp_384	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0384	10.2912	10.2127	10.1321	10.4075	10.448	10.5899	10.1809	10.129	10.2935
MMAR_0385	mmp_385	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0385	9.8044	9.8542	9.8575	9.3511	9.407	9.3985	9.7595	9.5582	9.7127
MMAR_0386	mmp_386	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0386	9.7413	9.8267	9.8186	9.7287	9.7513	9.941	9.6111	9.5367	9.5974
MMAR_0387	mmp_387	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0387	12.2146	12.2397	12.2713	11.8068	11.889	11.8534	12.123	11.9823	12.0852
MMAR_0388	mmp_388	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0388	11.5323	11.5107	11.4872	11.0041	11.2279	11.3536	11.3812	11.2617	11.2121
MMAR_0389	mmp_389	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0389	11.9456	12.1678	12.0921	12.3972	12.5022	12.2368	12.048	12.2685	11.9984
MMAR_0390	mmp_390	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0390	11.6568	11.6289	11.6086	11.4967	11.6827	11.544	11.856	11.7409	11.9797
MMAR_0391	mmp_391	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0391	9.3035	9.4449	9.2595	8.8856	8.9642	8.9553	9.3655	9.2763	9.3172
MMAR_0392	mmp_392	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0392	11.3512	11.4679	11.5089	11.2562	11.2441	11.2189	10.9398	11.1662	11.0671
MMAR_0393	mmp_393	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0393	11.4961	11.5951	11.4574	11.3462	10.8647	11.0628	11.8722	11.7725	11.849
MMAR_0394	mmp_394	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0394	9.8861	9.8513	10.0396	9.908	9.7896	9.8234	9.9148	9.9552	9.859
MMAR_0395	mmp_395	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0395	8.7333	8.6274	8.902	9.1521	8.9402	8.8838	8.5583	8.6212	8.7679
MMAR_0396	mmp_396	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0396	10.1285	9.9226	10.2522	9.9825	9.9905	10.17	10.2219	10.2724	10.243
MMAR_0397	mmp_397	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0397	11.7758	12.0514	12.14	11.8903	11.8183	11.8934	11.4872	11.644	11.4458
MMAR_0398	mmp_398	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0398	9.6955	9.4574	9.4245	9.5278	9.4669	9.4536	9.483	9.4863	9.3936
MMAR_0399	mmp_399	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0399	10.0663	9.847	10.0416	10.2888	10.2904	10.193	10.0421	9.9152	9.8049
MMAR_0400	mmp_400	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0400	11.1828	11.2288	11.1891	11.6604	11.855	11.7435	11.1495	11.1727	11.183
MMAR_0401	mmp_401	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0401	10.3093	10.5464	10.5951	10.0203	10.1477	10.2219	10.9121	10.6469	10.4589
MMAR_0402	mmp_402	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0402	11.1731	11.3174	11.2499	11.5616	11.5325	11.6683	10.976	10.8062	10.9003
MMAR_0403	mmp_403	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0403	11.5706	11.5467	11.6722	11.5621	11.6049	11.6627	10.8862	11.1204	10.8286
MMAR_0404	mmp_404	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0404	9.3444	9.4712	9.3072	9.3248	9.1029	9.2932	9.7502	9.4448	9.3169
MMAR_0405	mmp_405	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0405	11.9775	12.1058	12.155	12.1216	12.0945	12.1807	11.9025	11.9997	12.0567
MMAR_0406	mmp_406	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0406	11.3601	11.2654	11.4272	11.1467	11.4465	11.3156	11.4241	11.2016	11.5091
MMAR_0407	mmp_407	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0407	11.4606	11.6298	11.4183	11.117	11.1163	11.1683	11.5347	11.3536	11.3527
MMAR_0408	mmp_408	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0408	10.7995	10.9155	10.863	11.1484	11.1578	11.1458	10.5646	10.836	10.9405
MMAR_0409	mmp_409	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0409	12.3952	12.4213	12.4511	12.3163	12.1615	12.2115	12.9077	12.7364	12.6933
MMAR_0410	mmp_410	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0410	8.8821	8.9297	8.6819	8.8983	8.9064	8.8341	8.2086	8.2628	8.4552
MMAR_0411	mmp_411	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0411	12.0768	11.9556	12.0599	12.24	12.4551	12.4499	11.3937	11.6094	11.3161
MMAR_0412	mmp_412	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0412	9.6859	9.4995	9.59	9.5877	9.7269	9.3584	9.2529	9.1009	9.1445
MMAR_0413	mmp_413	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0413	9.6661	9.5337	9.4054	10.0826	10.2391	9.9424	9.178	9.0289	9.0252
MMAR_0414	mmp_414	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0414	7.9757	8.3535	8.1594	8.6804	8.4359	8.7556	8.2685	8.3567	8.2491
MMAR_0415	mmp_415	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0415	10.1418	10.5339	10.109	10.8775	10.8845	10.8782	9.8894	9.7221	9.9161
MMAR_0416	mmp_416	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0416	12.4096	12.4722	12.5261	12.4508	12.3331	12.4741	12.6335	12.5354	12.3035
MMAR_0417	mmp_417	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0417	12.1817	12.047	12.4042	12.0687	12.1444	11.7624	12.232	12.3762	12.4573
MMAR_0418	mmp_418	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0418	11.8437	12.0997	11.8017	11.9617	11.8719	11.9098	11.8107	11.7562	11.4991
MMAR_0419	mmp_419	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0419	10.3087	10.2768	10.1635	10.1816	10.3296	10.2503	10.2581	10.4937	10.3757
MMAR_0420	mmp_420	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0420	8.9731	8.6117	8.8947	9.2301	8.9532	9.2358	8.4186	8.5962	8.4668
MMAR_0421	mmp_421	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0421	10.7908	10.7066	10.7134	10.2059	10.4379	10.3374	10.6301	10.7344	10.9014
MMAR_0422	mmp_422	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0422	11.6919	11.941	12.1825	12.1907	11.9569	11.8544	11.7116	11.9771	11.8855
MMAR_0423	mmp_423	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0423	11.7254	11.7721	11.582	11.3453	11.4025	11.3661	11.7887	11.7125	11.7069
MMAR_0424	mmp_424	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0424	11.9372	11.8909	12.1145	12.3195	12.3086	12.2671	12.4563	12.2538	12.1371
MMAR_0425	mmp_425	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0425	11.3893	11.4002	10.9105	10.246	10.4396	10.6533	11.4675	11.635	11.6351
MMAR_0426	mmp_426	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0426	9.8621	9.5898	9.6068	9.4228	9.6803	9.5305	9.5067	9.5732	9.5809
MMAR_0427	mmp_427	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0427	12.5118	12.4101	12.5345	11.0829	11.27	11.3258	12.3868	12.3251	12.311
MMAR_0428	mmp_428	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0428	12.618	12.6482	12.2402	12.3244	12.3716	12.575	12.2079	12.1076	12.1124
MMAR_0429	mmp_429	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0429	10.4309	10.8761	10.5006	10.021	10.0696	10.2205	10.9757	10.6485	10.8236
MMAR_0430	mmp_430	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0430	10.2	10.1603	10.1692	10.6821	10.6389	10.7793	10.0243	10.1849	9.9147
MMAR_0431	mmp_431	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0431	9.941	9.7072	9.8295	9.538	9.5339	9.8656	9.5886	10.0988	9.7496
MMAR_0432	mmp_432	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0432	11.4167	11.3672	11.3057	11.9764	11.9345	11.9162	11.3363	11.2921	11.4915
MMAR_0433	mmp_433	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0433	10.3673	10.0844	10.2017	10.2743	10.2105	10.112	9.8669	10.1089	10.14
MMAR_0434	mmp_434	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0434	8.6465	8.7435	8.6365	8.9446	8.9989	8.8383	9.1263	8.7399	8.7949
MMAR_0435	mmp_435	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0435	11.9005	12.0291	12.013	12.4106	12.4072	12.2073	11.6424	11.6036	11.5457
MMAR_0436	mmp_436	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0436	9.653	9.569	9.6591	10.1127	10.0174	10.2741	10.265	10.0836	10.0434
MMAR_0437	mmp_437	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0437	12.1091	12.1126	12.292	12.2877	12.4222	12.2885	12.6832	12.5117	12.856
